Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;2,997;4;53,2;83
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;11,934;7;76,6;89
Pré-pago;Femin ;Mediana;Gradiente;Cumbuca;Maior cobertura;2,046;6;67,6;63
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;3,063;4;52,8;71
Pré-pago;Feminino;Terrível;Ericsson;Nenhuma;Maior cobertura;1,324;5;57,8;59
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,245;3;42;72
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,939;4;49,2;72
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Maior cobertura;4,374;5;61,4;78
Pós-pago;Feminino;Terrível;Ericsson;Nenhuma;Maior cobertura;11,427;6;74,6;97
Pré-pago;Feminino;Mediana;Samsung;Escuridão;Maior cobertura;3,3;6;70,2;66
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1,189;7;82,8;46
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;8,28;8;90,2;88
Pré-pago;Masculino;Excelente;Samsung;Nenhuma;Maior cobertura;1,953;7;79;49
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;6,9;5;60;68
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;9,111;4;49;60
Pré-pago;Masculino;Excelente;Ericsson;Ferrocom;Maior cobertura;5,949;5;64,6;73
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;2,196;6;65,2;56
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;3,696;5;57,2;62
Pré-pago;Masculino;Sofrível;Ericsson;Escuridão;Maior cobertura;1,815;6;70,4;60
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Maior cobertura;3,51;5;55,6;63
Pré-pago;Masculino;Mediana;Samsung;Cumbuca;Maior cobertura;2,718;0;30,52;69
Pós-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;7,695;5;58,6;68
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Maior cobertura;8,349;3;38,6;77
Pré-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,527;5;61,6;56
Pré-pago;Masculino;Excelente;Gradiente;Ferrocom;Maior cobertura;1,566;6;67,4;68
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;25,917;4;48,8;93
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;5,19;3;39,2;72
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;9,918;1;30,52;89
Pré ;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;3,585;4;45,8;91
Pré-pago;Feminino;Confiável;Ericsson;Ferrocom;Maior cobertura;1,119;5;59;69
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,99;4;50,4;56
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,608;5;61,4;55
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;11,343;6;74;101
Pós-pago;Masculino;Terrível;Siemens;Cumbuca;Tarifa menor;10,38;6;70,8;89
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;11,097;10;106,6;101
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;3,3;7;75,4;84
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Qualidade do sinal;8,967;5;63;74
Pré-pago;Feminino;Confiável;Gradiente;Escuridão;Maior cobertura;1,047;4;53,6;62
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;10,071;4;48,6;86
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;33,429;5;60,2;102
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Maior cobertura;5,79;4;52,8;81
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Maior cobertura;8,016;4;52;84
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;3,546;7;82;83
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;6,219;4;50;71
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;11,427;6;65,8;92
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;13,824;4;52,6;89
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;7,632;5;62;92
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;12,279;8;94,8;90
Pré-pago;Masculino;Mediana;Siemens;Ferrocom;Qualidade do sinal;8,55;4;48,4;88
Pré-pago;Feminino;Confiável;Samsung;Nenhuma;Maior cobertura;2,574;2;30,52;47
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Maior cobertura;5,001;1;30,52;70
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Qualidade do sinal;5,637;3;37;85
Pós-pago;Masculino;Excelente;Samsung;Nenhuma;Tarifa menor;5,19;6;67;84
Pré-pago;Feminino;Excelente;Samsung;Nenhuma;Maior cobertura;11,178;0;30,52;73
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;2,631;7;79,4;76
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;6,438;6;67;88
Pré-pago;Feminino;Excelente;Samsung;Nenhuma;Maior cobertura;2,094;2;34,2;68
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Qualidade do sinal;1,668;5;63,6;69
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,15;3;43,8;49
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;2,046;3;42;67
Pré-pago;Masculino;Confiável;Samsung;Cu ;Ma ;1,149;4;51,8;52
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Maior cobertura;1,134;3;39,8;55
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,434;6;69;260
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;2,871;4;54;52
Pré-pago;Masculino;Excelente;Siemens;Cumbuca;Maior cobertura;8,349;6;71,2;68
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;6,108;6;73,2;92
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Maior cobertura;3,621;7;76,2;67
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;2,271;5;62,4;86
Pós-pago;Feminino;Terrível;Motorola;Ferrocom;Qualidade do sinal;9,993;5;63,8;95
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;22,146;6;72,4;82
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,072;4;46;38
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,759;2;32,6;45
Pós-pago;Masculino;Mediana;Samsung;Escuridão;Qualidade do sinal;4,332;8;91,6;88
Pré-pago;Masculino;Sofrível;Samsung;Escuridão;Maior cobertura;6,108;8;86,8;76
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10,614;8;92,6;106
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Maior cobertura;4,167;2;34;64
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,645;4;46,8;49
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;12,105;10;106,2;99
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1,293;3;40,4;69
Pós-pago;Feminino;Excelente;Gradiente;Nenhuma;Qualidade do sinal;12,105;5;64,8;87
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;6,327;5;64,2;83
Pós-pago;Masculino;Terrível;Gradiente;Ferrocom;Tarifa menor;5,337;9;100,6;83
Pós-pago;Feminino;Terrível;Ericsson;Nenhuma;Maior cobertura;6,552;4;52,8;82
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4,332;9;100,6;94
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;11,262;5;58;144
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,689;2;30,52;73
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Maior cobertura;1,815;4;46,2;92
Pré-pago;Feminino;Confiável;Gradiente;Cumbu ;Maior ;2,325;4;50;58
Pré-pago;Masculino;Confiável;Samsung;Cumbuca;Maior cobertura;3,096;5;59,8;58
Pré-pago;Masculino;Terrível;Sa ;Nenhuma;Tarifa menor;17,949;8;94,2;80
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Maior cobertura;1,089;7;78,2;69
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2,487;5;57;64
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;2,022;5;62;70
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1,689;1;30,52;51
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,473;5;63,2;75
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;2,352;6;73,6;81
Pós-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;2,967;6;67,4;78
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Qualidade do sinal;1,731;7;78,8;77
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;18,174;5;61;100
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;10,854;5;55,4;82
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;2,934;3;42,8;59
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;5,844;5;63,6;83
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;2,022;7;76,6;69
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;8,148;3;41,2;86
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;5,286;7;75,4;92
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;6,552;10;105,6;76
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;7,197;7;76,6;44
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;2,718;6;69,6;58
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;3,369;4;45,2;71
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;12,72;8;91,2;91
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;9,111;3;42,8;84
Pós-pago;Masculino;Terrível;Ericsson;Ferrocom;Tarifa menor;4,77;5;59,8;89
Pré-pago;Feminino;Excelente;Siemens;Escuridão;Maior cobertura;3,195;2;30,52;58
Pré-pago;Masculino;Mediana;Gradiente;Fe ;Ma ;8,415;2;30,52;73
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;3,03;5;57;76
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Qualidade do sinal;4,167;3;35,8;75
Pré-pago;Masculino;Sofrível;Ericsson;Ferrocom;Maior cobertura;5,637;7;84,8;77
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;1,837;2;31,6;76
Pós-pago;Feminino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;7,38;3;42,8;67
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12,279;5;58,2;102
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;17,502;4;52,2;99
Pós-pago;Feminino;Mediana;Motorola;Ferrocom;Tarifa menor;10,38;6;72,8;88
Pré-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;1,197;7;77,8;74
Pré-pago;Masculino;Terrível;Gradiente;Ferrocom;Qualidade do sinal;7,137;8;85,2;87
Pós-pago;Masculino;Sofrível;Samsung;Mortinho;Tarifa menor;9,693;6;74,4;76
Pré-pago;Feminino;Excelente;Motorola;Escuridão;Maior cobertura;1,434;2;34,2;53
Pré-pago;Feminino;Excelente;Siemens;Nenhuma;Maior cobertura;3,402;3;41,4;65
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;9,918;3;43,2;100
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Qualidade do sinal;8,967;6;71,6;76
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;2,118;5;63;71
Pré-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;3,474;5;60;66
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,974;6;69,2;87
Pré-pago;Feminino;Sofrível;Siemens;Nenhuma;Maior cobertura;2,433;4;46;54
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Maior cobertura;10,146;5;59,4;74
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;8,016;7;79,6;104
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1,452;8;91,8;67
Pós-pago;Feminino;Terrível;Samsung;Mortinho;Qualidade do sinal;7,821;4;48,2;98
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;5,586;6;70;94
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Maior cobertura;5,19;6;67,4;72
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;4,548;8;94,6;73
Pós-pago;Masculino;Excelente;Ericsson;Nenhuma;Qualidade do sinal;4,77;6;73,4;63
Pós-pago;Masculino;Terrível;Ericsson;Ferrocom;Qualidade do sinal;5,142;2;30,52;95
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,264;5;64,6;52
Pós-pago;Masculino;Sofrível;Ericsson;Cumbuca;Qualidade do sinal;2,298;1;30,52;73
Pré-pago;Feminino;Excelente;Ericsson;Escuridão;Maior cobertura;2,022;3;38,2;58
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;3,333;3;42,4;77
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;2,871;4;51;73
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;5,142;6;70,2;94
Pré-pago;Feminino;Confiável;Ericsson;Mortinho;Maior cobertura;1,017;3;41,4;67
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;11,427;4;54,2;66
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11,847;6;66,8;105
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;7,197;2;31;68
Pós-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;5,337;3;43,4;77
Pré-pago;Feminino;Confiável;Grad ;Cumbuca;Maior cobertura;1,527;7;78,4;68
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;6,273;4;47,4;78
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;6,003;4;54,2;76
Pré-pago;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1,86;5;55,4;76
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Tarifa menor;5,637;8;86,4;64
Pós-pago;Masculino;Excelente;Samsung;Cumbuca;Maior cobertura;6,327;6;67;66
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,555;2;31,2;64
Pré-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;1,498;6;69,4;55
Pré-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;4,005;3;41,4;75
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Maior cobertura;2,517;6;68,4;78
Pós-pago;Masculino;Terrível;Mo ;Nenhuma;Qualidade do sinal;5,001;8;88,6;84
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;7,95;5;63,2;87
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Tarifa menor;12,018;3;39,8;94
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;2,997;4;46;79
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,546;5;63,8;56
Pós-pago;Feminino;Mediana;Siemens;Mortinho;Maior cobertura;1,804;5;55,2;72
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;3,849;3;41,8;74
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Qualidade do sinal;6,384;6;71,8;96
Pré-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;2,046;5;58;69
Pré-pago;Masculino;Excelente; ;Cumbuca;Maior cobertura;1,609;3;42,8;45
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;14,592;5;58;99
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;19,089;9;98,2;88
Pré-pago;Feminino;Terrível;Gradiente;Escuridão;Maior cobertura;4,419;1;30,52;74
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;8,016;4;53,4;87
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;6,054;6;70;76
Pós-pa ;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;3,369;8;92,8;77
Pré-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;1,825;3;40,2;69
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;18,858;5;56,8;96
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;9,111;5;56,4;81
Pré-pago;Masculino;Sofrível;Motorola;Mortinho;Qualidade do sinal;3,732;4;53,2;63
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,527;7;81,8;81
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;2,544;3;44,2;61
Pré-pago;Masculino;Excelente;Samsung;Cumbuca;Maior cobertura;1,888;2;31,6; 
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Maior cobertura;5,484;4;45,4;69
Pré-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;12,192;5;56,8;98
Pr ;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1,473;4;54,6;55
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;8,016;6;68,6;62
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;9,918;7;84,6;66
Pós-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;4,29;6;67,6;86
Pré-pago;Masculino;Mediana;Siemens;Mortinho;Qualidade do sinal;7,632;3;43,6;58
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;7,197;5;58,6;99
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;2,967;6;74,8;78
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Tarifa menor; ;3;40,6;97
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,548;4;53,6;49
Pré-pago;Feminino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;5,337;8;86,8;70
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Maior cobertura;4,209;4;46,4;70
Pós-pago;Masculino;Terrível;Ericsson;Mortinho;Qualidade do sinal;3,771;4;52,4;76
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;11,763;3;38,6;99
Pré-pago;Masculino;Terrível;Ericsson;Ferrocom;Maior cobertura;11,343;5;59;74
Pós-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;5,844;4;49,6;80
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;1,626;5;63,8;73
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,453;4;47;60
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;23,583;6;65,8;97
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Tarifa menor;10,695;3;37,2;85
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;9,843;3;43,6;78
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;6,84;4;47,4;79
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Maior cobertura;7,632;3;40;82
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Qualidade do sinal;6,84;6;72;71
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;3,657;5;55;82
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;2,118;4;54,2;55
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;8,826;5;61,2;88
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;15,9;3;35,6;102
Pré-pago;Masculino;Mediana;Siemens;Escuridão;Maior cobertura;5,844;7;77;72
Pós-pago;Feminino;Terrível;Motorola;Mortinho;Maior cobertura;2,094;4;50,8;80
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;3,657;4;51;65
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;12,366;9;97,2;80
Pós-pago;Masculino;Terrível;Gradiente;Cumbuca;Qualidade do sinal;16,425;6;72,2;93
Pré-pago;Masculino;Confiável;Samsung;Cumbuca;Maior cobertura;1,212;5;59,2;49
Pós-pago;Masculino;Mediana;Siemens;Ferrocom;Qualidade do sinal;11,847;4;49,8;72
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;2,631;4;54,6;73
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;6,273;6;65,4;59
Pré-pago;Feminino;Mediana;Siemens;Cumbuca;Maior cobertura;1,047;1;30,52;73
Pós-pago;Masculino;Confiável;Motorola;Nenhuma;Maior cobertura;4,29;5;60,4;79
Pré-pago; ;Confiável;Gradiente;Escuridão;Maior cobertura;2,517;4;47;77
Pós-pago;Masculino;Sofrível;Samsung;Escuridão;Qualidade do sinal;10,614;6;71,8;91
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;7,32;6;74;85
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;5,844;5;57,4;73
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;4,374;4;52,6;70
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;3,546;7;84,8;62
Pré-p ;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,398;6;71,6;67
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,871;4;53,8;59
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,731;5;57;60
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;8,28;5;58,6;78
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;3,162;7;75;68
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Maior cobertura;3,732;3;43,4;81
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;3,966;6;65,6;69
Pré-pago;Masculino;Excelente;Motorola;Escuridão;Qualidade do sinal;3,621;2;34,6;69
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,468;6;68;72
Pré-pago;Masculino;Mediana;Gradiente;Mortinho;Tarifa menor;6,162;7;78;90
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;12,72;5;62,6;84
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;3,696;7;75,6;75
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Tarifa menor;5,895;5;57,4;87
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Tarifa menor;5,238;5;63;81
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;8,826;8;94,2;81
Pré-pago;Feminino;Confiável;Motorola;Escuridão;Maior cobertura;1,998;5;64;62
Pós-pago;Feminino;Sofrível;Siemens;Escuridão;Qualidade do sinal;6,438;8;85,4;68
Pré-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;3,474;7;77;55
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;2,631;4;52,2;75
Pré-pago;Feminino;Excelente;Motorola;Nenhuma;Maior cobertura;1,953;6;69,8;74
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Qualidade do sinal;2,997;6;73;98
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,288;6;67,4;63
Pré-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;3,927;4;48,8;69
Pré-pago;Feminino;Excelente;Motorola;Ferrocom;Maior cobertura;8,619;10;113,8;82
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;8,214;3;40,6;94
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12,63;7;77;85
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;4,086;4;50,8;81
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;5,637;1;30,52;80
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2,406;4;49,8;83
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;13,263;4;49,4;95
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;5,19;3;44,2;57
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;10,458;8;87,8;84
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;3,474;6;72,2;78
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;2,46;5;57,2;65
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;27,063;8;88;83
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;23,055;5;62;95
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;5,844;6;65;68
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Qualidade do sinal;7,137;3;43,8;74
Pré-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;1,245;1;30,52;73
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;4,044;8;93,2;81
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Qualidade do sinal;9,471;5;60,6;95
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;7,137;4;48,4;86
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;9,843;2;32,2;89
Pós-pago;Masculino;Terrível;Motorola;Escuridão;Qualidade do sinal;13,449;5;59,6;84
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;6,957;4;52,4;92
Pré-pago;Feminino;Sofrível;Gradiente;Nenhuma;Maior cobertura;4,086;2;32,2;81
Pós-pago;Masculino;Sofrí ;Siemens;Nenhuma;Tarifa menor;11,178;7;83,4;81
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;16,425;7;84;72
Pós-pago;Feminino;Sofrível;Motorola;Mortinho;Qualidade do sinal;5,436;5;58,2;71
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,38;2;32,8;67
